app_name,review,date
Envision AI,it is good app for visually chellenge.,2024-09-27 22:20:53
Envision AI,good image discription,2024-09-24 04:17:15
Envision AI,very nice and intuitive interaction very helpful for visually impaired,2024-09-18 22:48:09
Envision AI,"I really do love this app. This app has helped me from trying to read instructions at home to reading mail at home. To help me at work trying to read product names and barcodes identify products. It is also help me read documents at work. And when I couldn't tell what color things were it helped me there as well this app is a must for anyone from Grandpa and Grandma, legally blind, low vision. Thank you to the developers of this app this app has improved my life in so many ways.",2024-09-18 14:35:18
Envision AI,this app is the best.,2024-09-16 02:12:40
Envision AI,I Love this app!,2024-09-15 17:56:47
Envision AI,very super and supportive,2024-09-14 05:53:25
Envision AI,not detect handwriting on page,2024-09-04 02:39:06
Envision AI,"Why does it expect a blind person to read the descriptions it makes of faces and scenes? If I could read without extra support I wouldn't be using a device for the blind. How do I get it to talk to me? Occasionally it barks out words, but inconsistently. I am so frustrated - and very confused. I hope there's a work around, but shouldn't the reader come as standard, rather than text in app? What's going on? Whats the point of an app for the blind that you need sighted companions to read?",2024-08-29 14:02:18
Envision AI,It was good But how to turn off the bell which starts as we start using it,2024-08-09 10:00:53
Envision AI,incredible very very good,2024-08-09 08:53:34
Envision AI,Cleanliness has not completed the scan.,2024-07-25 00:30:37
Envision AI,I like this application because this application brings new updates with special features,2024-07-20 10:00:52
Envision AI,This App is the best. It makes us with Visual impairment to bid fare well to dependance.,2024-07-17 03:34:53
Envision AI,Ask envision is not working at all.. please fix this issue,2024-07-16 23:23:00
Envision AI,"I think this app has alot of potential. I'm hoping in the future it can be taught to do certain tasks. Like I have been trying to find an app that can describe something on in the frame automatically. Tarot cards, in this instance. Like show me text of the meaning as I draw them and place them in frame without me having to continuously push a button or guide it to answer . I think it would be handy in alot of different tasks for those learning something new.",2024-07-16 23:02:39
Envision AI,I like this app,2024-07-09 00:08:18
Envision AI,It's a pretty cool app the only issue I have with it is that it would leave me out of the app every time I would get to your pass,2024-07-04 10:39:24
Envision AI,I have used different apps for reading of scanning other documents this app has proven to be the best of all therefore I highly recommend this app to everyone who are blind or visually impaired so that it may help them to read and explore the world with this application,2024-07-02 23:16:19
Envision AI,It's not getting updated in Play Store. what is the other way to update this app on Android phone,2024-06-28 20:32:45
Envision AI,it is very super app,2024-06-27 10:24:19
Envision AI,the app is super amazing,2024-06-26 19:03:26
Envision AI,"The application is good but the ask invasion feature given in it is not working, please improve it",2024-06-25 21:25:36
Envision AI,"Nice app but I'm waiting to see the next update,if it It will be more faster..",2024-06-03 23:34:56
Envision AI,Very good app,2024-06-02 06:02:56
Envision AI,good application,2024-05-28 19:50:42
Envision AI,The app takes up too much space but works well if it's the only thing on your phone.,2024-05-28 06:06:12
Envision AI,"it suits its name. a great ai assistant to the blind. in future updates include more offline reading, writing, sharing, language, motion, interactive and senser as well as identification features like currency identification. Also you can think of improving the app to include an independent tts, screen reader and a wide range of voices in all the languages in the app. Cudos for the tireless efforts.",2024-05-24 12:20:41
Envision AI,great but need to enhance layout and tranflation.,2024-05-17 01:53:12
Envision AI,"when reading Urdu language, it reads the page Irrespective of the columns on the page. it loses column recognition, which causes problems in reading PDF. It should Automatically understand the columns on the page Otherwise it should ask about the columns on the page. it could be helpful for us.",2024-05-14 03:14:05
Envision AI,"Terrible at Reading, I wanted it read for me and every time it starts sometimes good within sometimes out of nowhere it spells it and then it can't even do my home language right and it says that it can do Afrikaans but then I get an error. I'd rather use Google lens if I were you",2024-05-13 05:51:53
Envision AI,Great app,2024-05-10 00:39:45
Envision AI,Instant text reading capabilities should be improve,2024-05-09 01:07:58
Envision AI,Image text read very well not only that very useful for many task. Thank you very much for giving us a valueable app,2024-05-05 01:37:15
Envision AI,excellent application for scanning and reading text. keep up the good work.,2024-05-03 13:40:06
Envision AI,This app is good but I facing some problem. This app is ocr documents very long time. The app Size is very Large Please reduce the file size in future update.,2024-05-01 19:54:43
Envision AI,Easy To Read PDFS,2024-05-01 10:34:13
Envision AI,Awesome and very useful app,2024-04-23 16:46:38
Envision AI,"Nice app for visually challenged persons. but sometimes there is problem while reading columns, rowwise & columnwise . and also sometimes there is problem while reading ""Hindi"" ,it says unable to read text,change TTS Engine .",2024-04-19 22:16:54
Envision AI,Great app just disapointed that i cant copy any text generated by the app though,2024-04-19 21:42:33
Envision AI,very useful,2024-04-19 15:17:19
Envision AI,its good,2024-04-14 22:09:03
Envision AI,"hi, it seems i cant install the app on my hp laptop, there is no option for installing",2024-04-06 05:54:05
Envision AI,this application is perfect in transforming a PDF file to text,2024-03-31 19:48:22
Envision AI,"This app is very good, fantastic. We can tell him something about the working of the apps. Read below carefully. No matter how big your document or PDF file is, input it and the app's assistant can answer your questions in a few minutes. An example! If we are reading any bank related document or PDF file, then at this time we can ask such questions to the Apps Assistant. current month credit amount last month credit amount 6 month debit amount You can also ask any question related to PDF here",2024-03-12 00:09:34
Envision AI,best app for VI community in today's world,2024-02-27 09:23:03
Envision AI,this is the very good application for disability people,2024-02-26 22:38:28
Envision AI,it is excellent application it removes all the hurdles,2024-02-22 20:22:46
Envision AI,it very amazing application,2024-02-20 20:58:52
Envision AI,Please add ask invision for Bangladesh because right now ask admission or not available in Bangladesh. And cash recognition for envision app in Bangladesh,2024-02-20 17:58:30
Envision AI,"this app helps me in many ways. It helps me to read books, understand images, read PDFs, and in more ways then I can think of. It truly helps me to be indeppendent. Thank you envision for creating this wonderful app.",2024-02-11 21:10:08
Envision AI,"The only thing that worked was dictation. But it reads things backswards and repeats ""UWUWUWUWU"" over and over again when theres no text to read. Garbage app.",2024-02-07 20:55:32
Envision AI,"I am legally blind now and this app has enough has allowed me to keep my independence by reading my mail. And when I go grocery shopping and people hand me stuff. I can now check and make sure there's the right things that I'm getting and not just anything to the people in the store. When it gives me, it's been a wonderful asset and tool to help me stay more independent. Throughout my vision loss, thank you so much.",2024-02-07 06:29:58
Envision AI,is the best app for anyone with low or no vision. it's changed a lot for the better as my vision has worsened,2024-01-20 21:08:27
Envision AI,very nice for visual impaired,2024-01-19 04:34:53
Envision AI,text recognition and reading is exceptional. I have not seen another app working as good with Russian and especially Hebrew,2024-01-10 07:10:13
Envision AI,good app for the blind and the low vision.,2023-12-30 04:18:48
Envision AI,Reads weirdly (left to right down right to left) Can't open phone apps inside the app. Some words are spelt out. Can't read the time properly it was 11:30 and it read in numerals not time. Has no translations. Probably more,2023-12-18 04:41:25
Envision AI,the four stars is for the function to open documents or images of text and have it scan it and read it out loud to you. this works seamlessly and great and very accurate,2023-12-03 03:17:46
Envision AI,try to add more objects in object feature so that it will be helpful for recognised objects whatever in front of. make it more accessible,2023-12-01 21:50:11
Envision AI,class twelve education health subject,2023-11-30 22:29:49
Envision AI,very informative,2023-10-23 20:16:56
Envision AI,"good application and good work, keep it up!",2023-10-21 22:31:29
Envision AI,invision AI is a app which inables us to become independent not relaying on anyone else to read the picture. so thank u invision.,2023-10-21 07:56:07
Envision AI,Terms and policies are not found to read or be known before signing up. I don't like risking my private information at all even to 2nd & 3rd parties. Told my cousin delete.,2023-10-19 14:15:26
Envision AI,this app is good it is making my life easier wheb reading pictures,2023-10-16 08:06:13
Envision AI,"Now that en vision is updated the app is more annoying then ever wen reading books. The app keeps on rescanning and scanning page and in my opinion it's not nessersary at all. Wats worse,u now have to turn page manually and listen to the app reading the book through annoying music that makes your ears ring till long after u used the app. If there is a bug in the app please fix it cause it very annoying.",2023-10-16 07:30:46
Envision AI,it is easy and realiable to use for a visually impaired person.,2023-10-16 02:09:52
Envision AI,must try once.,2023-10-15 03:43:29
Envision AI,Awesome app for blind and visually impaired people,2023-10-03 12:19:31
Envision AI,this apps is very helpful for the blind people like me.,2023-10-03 07:23:02
Envision AI,Page processing speed is very slow than previous virgin,2023-10-01 11:01:22
Envision AI,very very very helpful to VI people,2023-09-27 10:35:24
Envision AI,This app was better before this last update it was reading documents fine but now it is not I hope you all work out the technical trouble due to this result of this up date,2023-09-20 18:49:23
Envision AI,"The envision is a useful app for people with visual impairments. I think it could be improved by adding some features. For example, it would be nice to have options to skip forward and backward while reading aloud, so that I can easily navigate the text. It would also be helpful to highlight the word while reading aloud, so that I can follow along visually. These features would make this app more user-friendly and accessible. I hope the developers will consider adding them in future updates.",2023-09-16 23:28:10
Envision AI,Does not read image text,2023-08-29 05:07:36
Envision AI,this app had solved all problems i had in reading,2023-08-23 11:44:26
Envision AI,Improvement requirement for Indian languages OCR result. Multiple Indian languages should be OCR at the same page and same time along English.,2023-08-16 05:49:59
Envision AI,very useful apps for blind thanks for developing teams,2023-07-27 18:22:02
Envision AI,Lovely app,2023-07-21 13:28:08
Envision AI,Top quality output result in vernacular language I.e. Tamil and utmost clarity through voice output with screen reader.,2023-07-06 00:06:13
Envision AI,this app is accurate and a liberation from being dependent on those who can see.,2023-06-25 13:17:07
Envision AI,it is a terrific app i have ever saw thanks from heart,2023-06-21 02:17:47
Envision AI,"Not usable with low vision. Needs verball commands or larger buttons, I have to use a magnifier that gets in the way just to click a button. A big improvement would be to allow a pinch to enlarge command. (Prnch to enlarge is not available on most apps)",2023-06-19 13:31:56
Envision AI,very nice! mind blowing!,2023-06-19 10:26:08
Envision AI,powerful app by all standards,2023-06-11 07:36:36
Envision AI,very good application,2023-06-10 21:59:04
Envision AI,this is probably one of the coolest apps I have ever used!,2023-05-13 20:09:19
Envision AI,I feel being over the moon!,2023-05-13 19:55:02
Envision AI,it's very nice up,2023-04-27 04:21:56
Envision AI,"The application has been a tremendous aid in helping me, a visually impaired individual, to gain more autonomy in my daily activities. I extend my sincere gratitude to all those who were responsible for its creation and availability.",2023-04-26 16:42:40
Envision AI,Thank you this helps me read labels keep my bloodsugar under control.,2023-04-24 13:59:06
Envision AI,sooper exllent wonderfull magnifishant bambot,2023-04-10 23:24:46
Envision AI,"Come on developers, you know right, that everyone needs a rewind and a fast forward button when they are listening to an audio? especially when you are listening to an audio for learning purposes? Then why didn’t you put these buttons?",2023-04-09 22:53:20
Envision AI,the best application I have ever come across regarding visual impairment aid,2023-04-09 22:27:15
Envision AI,I am happy to create this application many many,2023-04-03 07:53:34
Envision AI,Envision is a very good app. It really helped me to read as a visually impaired. Most specially my lecture notes,2023-03-31 18:30:53
Envision AI,too useful to be free.,2023-03-30 00:05:54
Envision AI,Can it be used by person with glare issue to read computer or to cross the road etc.,2023-03-16 03:44:12
Envision AI,uninstalled because you need an account,2023-03-14 07:15:26
Envision AI,very helpful as a blind people,2023-03-13 19:11:14
Envision AI,So far so good. If you're by yourself it can help you see what's in the room.,2023-03-10 10:56:42
Envision AI,"Really, great job you developers are doing. I do not have enough words to appreciate. Expected more features. Specially I wish you to work on better images recognition. Like human photographs. Suggestion from my side you to reduce the size of application, only if it is possible. Explore all the applications which are being developed for visually impaired and add features in this application. Because tired of downloading different application for different features.",2023-03-07 08:04:47
Envision AI,"I became happy the first time I got this app. I don't still struggles with reading docx that opened only in WPS office. again, I am able to move from one page to another forward and backward with ease. furthermore, I can change my file into different format of txt and PDF simply. as that is not enough, I was surprised with reading well scanned documents. what an app! thanks to the developers. thumbs up.",2023-03-06 07:01:51
Envision AI,i Gave 5 Star for this App Because it is useful for Me,2023-02-28 20:30:49
Envision AI,Please provide recording options for documents,2023-02-27 21:35:02
Envision AI,"I'm still trying to get the hang of this app, but so far, I love it. I would definitely say that as a totally blind person, this app is very helpful to me.",2023-02-22 21:09:52
Envision AI,it's perfect application,2023-02-20 22:52:57
Envision AI,"As a partially sighted user I think that it is a great addition to the toolset, thanks",2023-02-19 09:16:45
Envision AI,pretty cool,2023-02-15 09:31:59
Envision AI,more than 15 days I am unable to utilise this application It is reading no PDF and no photo,2023-02-13 02:00:39
Envision AI,this application is very nice,2023-02-12 10:48:19
Envision AI,"I really enjoy you using this app it helps me a lot to read documents and also no photos descriptions, it's absolutely wonderful, I want to give thanks to the developers and all the team that has made this app",2023-02-05 14:56:14
Envision AI,this application is perfect but what's left is for it to read all kinds of documents I assume so the developers must make sure,2023-01-25 22:21:39
Envision AI,better app for reading documents images etc for visually impaired then all other applications because it's accuracy is quite better,2023-01-06 00:44:24
Envision AI,"It is a nice App for blind people like me. However, it has some defects to be improved in the future. for example, its poor quality or accuracy during skanning and reading a text.",2023-01-03 02:17:56
Envision AI,perfect recognition and it is a best app for visually impaired,2022-12-19 16:36:59
Envision AI,I find this app is amazing for a blind person. Good job,2022-12-18 03:35:06
Envision AI,"The identifier doesn't work too well as far as identifying colors and objects. I use this for the reader, it works pretty good and it's the best app that I have found to read off things that I need to read.",2022-12-14 11:09:29
Envision AI,"this application is really great, but it makes some mistakes while describing scenes and reading texts it is really good at guided capture, but when it comes to Instant text scanning it reads the text in accurately but this application is really good, I think that the glasses might be far better than the application",2022-12-13 08:16:45
Envision AI,This is good,2022-12-10 00:24:18
Envision AI,Urdu language not working offline scanning so please work properly thank you,2022-12-08 22:54:17
Envision AI,Bad service,2022-12-05 10:09:45
Envision AI,Quite simple and direct which is good Would like ability to voice activate and more bold type and buttons.,2022-11-30 19:51:32
Envision AI,Your very kind to make this fantastic app for free thank you very much.,2022-11-30 06:43:16
Envision AI,Its a very good app and i regularly,2022-11-28 09:48:19
Envision AI,please include sentence navigation in document reading there is only page navigation it is very difficult to read sentence by sentence,2022-11-28 04:24:22
Envision AI,make this application for windows thank you,2022-11-24 02:26:26
Envision AI,Now everything is ok. The application is working in my redmi note 10t5g. In Newer version processing sound is very good. I love it.,2022-11-21 02:01:48
Envision AI,This is the best app.,2022-11-19 13:04:04
Envision AI,"I have an issue can not perform action Because your reading limit will be exceeded, we can not perform this action",2022-11-10 13:39:08
Envision AI,that's very good,2022-11-01 04:39:44
Envision AI,Thank you for making this app free.,2022-10-27 20:18:26
Envision AI,it makes us Independence while reading PDF and ocr,2022-10-27 05:18:01
Envision AI,it was excellent and great app,2022-10-26 08:00:09
Envision AI,broward grade opportunity of accessibility for visually impaired people it is a good app,2022-10-26 01:11:28
Envision AI,I am very so happy to invision ai this app is very helpful to all the visually impaired person,2022-10-21 15:09:38
Envision AI,Very nice app for my son,2022-10-20 17:39:50
Envision AI,I wish this app can continue reading in the background and continue reading documents even when my screen is locked up please tell me if there is any recommended settings to make this up able to read in the background,2022-10-19 05:38:20
Envision AI,very useful and thanks,2022-10-17 21:48:17
Envision AI,This app need some updates .. as .. work in background when converting pdf to text.. sometimes leave words and put it in single .. etc..,2022-10-15 11:46:59
Envision AI,"this application is useful in daily life. instead of asking others about the colors and texts, we can perform such activities on our own",2022-10-14 00:14:25
Envision AI,very useful app,2022-10-11 03:28:26
Envision AI,thank you very much i really like this app,2022-10-10 15:27:13
Envision AI,invasion AI is the best application to read books pictures etc. so it is very useful application for the visually handicapped.,2022-10-10 06:34:29
Envision AI,thank you for giving us free trial,2022-10-07 07:56:39
Envision AI,Wow this is a great app greater than the one I have it's so accurate to use great job and I can't wait to see new updates in the near future.,2022-10-05 08:17:43
Envision AI,Russian was added. Thank you!,2022-10-01 13:16:54
Envision AI,it takes so much time for image scanning. if you will improve this that it will be very good for us,2022-10-01 08:02:00
Envision AI,Good app,2022-09-30 03:15:34
Envision AI,really helpful for low vision persons,2022-09-27 07:49:31
Envision AI,I have tried this app to read all regional languages it work awesome,2022-09-26 05:58:17
Envision AI,Yes you're really amazing but try to make the exporting faster if you can,2022-09-21 23:56:17
Envision AI,Just going to try it out and see how it works,2022-09-17 13:54:17
Envision AI,i think it good app,2022-09-17 05:15:14
Envision AI,This is very useful app,2022-09-07 06:15:44
Envision AI,this is a very helpful app,2022-09-07 02:45:32
Envision AI,a very useful app for the VI.,2022-08-25 08:39:03
Envision AI,I'm highly satisfied because I work with a lot of poems that usually speak back to musical beat when the TVs turn down too low it read backs the captions on the TV while from a distance amazing the only thing I don't know how much is this is being seen live,2022-08-23 10:34:59
Envision AI,please improve the processing speed very slow compared to old versions,2022-08-21 04:37:01
Envision AI,Munib Hayat good app very good reading software,2022-08-17 20:06:56
Envision AI,"nice app, I use it and try to make my life better with app and envision AI now have in command languages, I'm so happy and appreciate that and vision have in Khmer and things envision will update division about the app make the blind and Cambodia can easily",2022-08-16 16:50:54
Envision AI,very good app appreciate your work,2022-08-12 22:33:34
Envision AI,bitching AI is very useful,2022-08-11 20:40:46
Envision AI,Haven't had much of a chance to use it however I give chance several pages and it worked great. Having problems with facial recognition. Must be doing something wrong All in all so far so good but.. what is the cost?,2022-08-11 16:08:42
Envision AI,Needs work. Needs to adjust to punctuation.,2022-08-08 18:21:57
Envision AI,i request if all format should support,2022-08-05 02:43:46
Envision AI,It helps me to access texts and pictures.,2022-08-04 04:57:48
Envision AI,I don't mind the surface. sometimes I think it's a little hard to configure the text to speech language output. it used to not be that difficult period but I had to uninstall and reinstall this app for it to work right. I like the app so far and I've used it for about 3 years. maybe 4 years,2022-08-03 08:04:08
Envision AI,Halo i m very liked Envision Ai this app is very helpfull but i didnt kann bai im in syria syria dont siport any servis to pay over internet pllese helpmi i need Envision AI i use app in my life,2022-08-02 15:59:51
Envision AI,this is a very good app for visually impaired person through this app visually impaired can move independently thanks to envision team,2022-07-29 19:58:52
Envision AI,Fast recognition. Accuracy rate in both Arabic and English is amazingly high.,2022-07-29 05:31:23
Envision AI,Gr8 app. I had a lifetime account. As it is free for all is there any extra advantage to such users. Further in pdf with columnar data text copied to clipboard too should be in columns. This is a request.,2022-07-29 02:07:44
Envision AI,what a pity! that I live in Ethiopia not to purchase the app online whatsoever its price. i felt that my sight is restored. blessings! Mohammed abiye,2022-07-28 07:35:37
Envision AI,accuracy is very good I like it very much,2022-07-27 07:05:31
Envision AI,"Thank you so much for making this app free for everyone. You understand the situation of economic backward sections. This app provides enormous benefits to visually impaired and their educational and professional life. In this version, slide improvements should be brought as it is taking a little longer to recognise the text in photo or document has compared to the previous versions. Thank you.",2022-07-26 22:40:23
Envision AI,This is good application because those are not read text message and some circular with incident very easy to read in vision AI and I am very happy to say you read opportunity opportunity to give us and I am very thanksful this developer person and invisible society and staff I am very happy and very thanks to communication with person you are such a thank you so,2022-07-26 00:24:27
Envision AI,we need to improve detect colour,2022-07-25 22:09:41
Envision AI,Good work. Thanks to envision team,2022-07-25 15:51:21
Envision AI,"this is a frustrating update. Before this, envision used to detect each language in the image with help of auto tts screen reader. but now, it asks to select language, or by default chooses english. in India, we do not know what language the text in image contains before it reads out. even after auto detect language is on, if the text is in other then the selected language, envision simply says, ""no text found."" this sucking feature has really made me to think for some alternative app for my use",2022-07-25 09:37:44
Envision AI,It is very useful for us thank you your kind help,2022-07-25 08:23:58
Envision AI,It is a wonderful application and terms of accessibility and ocr results,2022-07-25 06:47:16
Envision AI,I like this app but when I open A perticular pdf it says no text but actually it has text,2022-07-25 04:45:53
Envision AI,"Wonderful your application is a boon for us thank you very much for making this applications,👍🙏✡️",2022-07-25 01:33:23
Envision AI,Super app like APP you please develop objects read,2022-07-24 22:55:55
Envision AI,"Good innovation, thanks for your effort",2022-07-24 22:18:21
Envision AI,atleast you could give invision App for one year subscription. So that you can gaine financial support to develop the App. we are very great full for every facilityes that you have given for every one. Happy invisioning!,2022-07-24 21:05:24
Envision AI,"I'm autistic and colorblind, thanks to this app I can read again and do art independently. I'd rate it higher if I could",2022-07-23 00:10:12
Envision AI,this application was for subscription and I thought this application is very good and I was using it from early access but it suddenly bought a subscription which satisfied me and now it has become free for all and everyone is appreciating that so please go head download and use them and donate them if possible if you have ability and money to donate,2022-07-22 00:05:36
Envision AI,I hope the application gets better reading currencies otherwise everything is fine,2022-07-20 00:59:10
Envision AI,very useful and accessible for visually challengers,2022-07-19 06:58:11
Envision AI,it is very good application to convert all the files so I am really happy to install and use this one I am ready to recommend all those people those who are visually impaired to be used this kind of application in future,2022-07-18 08:49:20
Envision AI,good reading text,2022-07-18 03:01:36
Envision AI,There seems to be some problem in colour detection feature,2022-07-17 21:55:19
Envision AI,thanks for invision your service is better,2022-07-17 16:17:29
Envision AI,Make the book more readable with objective type questions and double columns.,2022-07-13 21:42:57
Envision AI,Tried to scan document with the app kept repeating over and over again that it could not scan the document messages became stuck constantly saying it cannot stand to document if the apps purpose is to read the document and it can't scan it Dennis obviously not working,2022-07-13 12:27:22
Envision AI,good companion application for book readers,2022-07-11 18:43:46
Envision AI,"hello, envision ai is a very good app and helped me in various situation. i want to request some extra feature for this app. 1 please include a feature to export the scanned text in various formats like docs, pdf, epub, etc. in the present versions we can only export the scanned document in txt file only. 2 please include a feature where we could read the books by turning off the screen or in background. this will be much helpful to save the battery. i hope these suggestions will be added",2022-07-04 05:31:29
Envision AI,Hi envision group members you are app is very nice no app is such an app which can serve the blinds community this is a very great app the team of invision is working hard and providing a very good options to the uses time to time you are team is updating the software it is very appreciable and one thing I request the envision team to free of this app I mean free up this app in your dedicated manner to the blind community we are so happy by using this app,2022-07-01 17:24:16
Envision AI,"Having been recently Diagnosed with Macular Degeneration, Gleucoma and loss of Peripheral vision. I find envision so helpful, especially when shopping looking at the price edge's in the supermarkets along with the description of the products.",2022-06-28 09:00:59
Envision AI,whenever it orc any pic or pdf it changes the arrangement of text,2022-06-17 09:35:57
Envision AI,this is good application for blind person but tabular and excel data should be presented in a more accessible manner. any kind of data should be presented in its original form.,2022-06-15 22:27:40
Envision AI,"AI Vision Learning, Amazing App",2022-06-15 18:55:59
Envision AI,this the good app to blind,2022-06-11 07:37:31
Envision AI,Not working at the best till now,2022-06-07 07:33:56
Envision AI,very useful this software,2022-06-06 09:28:39
Envision AI,Justin awesome app whenever I scan with this app I found I found beautiful result it never miss a single word of the page nice.. thanks to developers,2022-06-01 00:20:29
Envision AI,please improve the OCR accuracy and scanning result,2022-05-30 06:46:10
Envision AI,the best ocr scanning app I have ever seen,2022-05-24 21:25:01
Envision AI,I perfectly like this application. but I think they described seeing feature in the application should be improved.,2022-05-24 14:04:24
Envision AI,"I like this app, but this is not able to read newspapers and other documents.",2022-05-12 09:58:12
Envision AI,usefull and affordable,2022-05-10 02:26:39
Envision AI,Can't turn off flash.,2022-05-04 09:34:31
Envision AI,Invision AI is the good application for blind,2022-05-03 06:12:58
Envision AI,"I'm confused: when I want to find an object, the app opens a list of objects for me to choose from. Well, I can't read a list!! And what if I'm in a grocery store and want to find, lets say a cereal among the wide array of boxes on the shelf- how do I do that without the option to open a microphone and speak what I need. Hardly makes sense as a feasible solution for the blind. I installed Envision AI on Android device with Android 12 update.",2022-04-30 12:55:50
Envision AI,Best and easy to use app.,2022-04-29 14:03:23
Envision AI,Make me help to create PDF and share to WhatsApp independently,2022-04-29 05:07:10
Envision AI,App is great when it works but it consistently has a problem recognizing my membership. Have to regularly uninstall and reinstall only two again be presented with the same problem sometimes but others it is fixed.,2022-04-28 12:33:41
Envision AI,really surprised of the quality and speed 💪💪👍,2022-04-26 14:29:31
Envision AI,very excellent,2022-04-23 16:28:55
Envision AI,"i love this app, it just a bit slow to read between paragraphs",2022-04-23 10:30:06
Envision AI,further improvement will help to enhance this app it's beautiful but some feasibility is missing taking much time to speak out and find out the objects and some other features will added it's better thank you,2022-04-20 08:54:58
Envision AI,excellent app for visually impaired ..,2022-04-14 13:46:44
Envision AI,The app keeps stopping and cannot get proper work done and this is a paid app why is it not working properly if this is the case then refund back the money to me,2022-04-14 05:31:41
Envision AI,very good app,2022-04-09 04:27:09
Envision AI,Needs phone number. Just accept the fact that i have no phone number and i can use gmail.,2022-03-26 20:17:24
Envision AI,this app is awesome,2022-03-22 02:01:59
Envision AI,I love it and it helps me a lot,2022-03-10 12:02:06
Envision AI,"Very helpful, I use this everyday. I have macular degeneration and without this app I would be unable to deal with my recipes and many of the short posts that I need to read.",2022-03-08 13:11:28
Envision AI,This app is very good I work everyday is the best app I like it very much,2022-02-20 02:10:55
Envision AI,It's a good app.,2022-01-18 06:16:25
Envision AI,Expected better all round for the price.,2022-01-12 07:44:32
Envision AI,there should be option of going to the particular page numbers of PDF,2021-12-21 18:08:24
Envision AI,very much useful for visually impaired persons.,2021-12-18 03:09:48
Envision AI,very very good. thanks alot,2021-12-08 13:50:48
